ts_iso,wind_kts,wind_dir_deg,gust_kts,hs_m,tp_s,wave_dir_deg,ts
2025-06-22T14:24:04.171505,15.98,59.3,15.84,1.95,3.1,71.0,2025-06-22 14:24:04.171505
2025-06-22T15:24:04.171505,16.38,271.2,19.89,1.41,3.0,254.3,2025-06-22 15:24:04.171505
2025-06-22T16:24:04.171505,11.61,19.4,17.9,1.54,5.3,20.9,2025-06-22 16:24:04.171505
2025-06-22T17:24:04.171505,10.54,198.9,14.76,0.85,4.6,206.0,2025-06-22 17:24:04.171505
2025-06-22T18:24:04.171505,7.05,107.9,7.09,1.21,4.4,131.3,2025-06-22 18:24:04.171505
2025-06-22T19:24:04.171505,8.65,14.4,9.41,1.84,6.7,346.3,2025-06-22 19:24:04.171505
2025-06-22T20:24:04.171505,12.45,334.6,13.88,1.44,4.4,322.6,2025-06-22 20:24:04.171505
2025-06-22T21:24:04.171505,9.78,99.6,13.5,0.0,5.8,124.4,2025-06-22 21:24:04.171505
2025-06-22T22:24:04.171505,5.57,1.3,14.05,1.41,8.5,31.8,2025-06-22 22:24:04.171505
2025-06-22T23:24:04.171505,7.64,338.2,14.78,0.61,3.0,338.4,2025-06-22 23:24:04.171505
2025-06-23T00:24:04.171505,10.88,268.7,17.01,0.1,3.0,295.8,2025-06-23 00:24:04.171505
2025-06-23T01:24:04.171505,9.75,62.8,14.74,1.51,6.8,95.6,2025-06-23 01:24:04.171505
2025-06-23T02:24:04.171505,11.35,236.8,16.44,0.99,5.5,239.0,2025-06-23 02:24:04.171505
2025-06-23T03:24:04.171505,15.17,8.2,17.03,1.4,4.0,359.3,2025-06-23 03:24:04.171505
2025-06-23T04:24:04.171505,16.79,44.1,15.43,1.45,4.6,29.7,2025-06-23 04:24:04.171505
2025-06-23T05:24:04.171505,14.76,271.2,25.5,0.86,8.5,283.7,2025-06-23 05:24:04.171505
2025-06-23T06:24:04.171505,15.35,61.2,22.89,0.66,4.0,64.2,2025-06-23 06:24:04.171505
2025-06-23T07:24:04.171505,13.9,162.4,21.03,1.65,4.0,119.3,2025-06-23 07:24:04.171505
2025-06-23T08:24:04.171505,25.15,135.0,31.07,1.24,3.3,150.3,2025-06-23 08:24:04.171505
2025-06-23T09:24:04.171505,13.74,35.6,21.96,2.16,4.1,9.2,2025-06-23 09:24:04.171505
2025-06-23T10:24:04.171505,23.03,69.5,31.16,0.93,6.1,96.2,2025-06-23 10:24:04.171505
2025-06-23T11:24:04.171505,13.1,256.5,17.32,1.3,5.6,256.8,2025-06-23 11:24:04.171505
2025-06-23T12:24:04.171505,18.98,49.9,28.92,1.29,7.6,28.7,2025-06-23 12:24:04.171505
2025-06-23T13:24:04.171505,18.27,183.4,23.78,0.29,5.3,168.1,2025-06-23 13:24:04.171505
2025-06-23T14:24:04.171505,22.41,92.9,28.85,1.69,6.5,64.8,2025-06-23 14:24:04.171505
2025-06-23T15:24:04.171505,15.06,153.6,20.1,0.32,4.9,166.0,2025-06-23 15:24:04.171505
2025-06-23T16:24:04.171505,17.31,132.6,20.56,1.23,5.6,118.1,2025-06-23 16:24:04.171505
2025-06-23T17:24:04.171505,20.39,344.3,20.35,1.06,9.2,344.3,2025-06-23 17:24:04.171505
2025-06-23T18:24:04.171505,8.48,207.8,18.36,0.96,6.1,227.7,2025-06-23 18:24:04.171505
2025-06-23T19:24:04.171505,10.62,355.0,13.68,1.25,4.8,353.4,2025-06-23 19:24:04.171505
2025-06-23T20:24:04.171505,7.6,110.6,17.45,1.09,4.2,53.9,2025-06-23 20:24:04.171505
2025-06-23T21:24:04.171505,9.5,274.5,17.55,2.12,7.5,261.5,2025-06-23 21:24:04.171505
2025-06-23T22:24:04.171505,10.22,199.4,21.4,0.91,10.2,147.2,2025-06-23 22:24:04.171505
2025-06-23T23:24:04.171505,11.67,359.5,14.66,0.96,5.9,11.1,2025-06-23 23:24:04.171505
2025-06-24T00:24:04.171505,9.61,229.8,15.3,1.31,6.0,198.4,2025-06-24 00:24:04.171505
2025-06-24T01:24:04.171505,15.53,118.1,22.07,1.16,7.1,146.2,2025-06-24 01:24:04.171505
2025-06-24T02:24:04.171505,15.36,52.7,16.84,0.7,5.6,38.4,2025-06-24 02:24:04.171505
2025-06-24T03:24:04.171505,10.32,267.3,11.76,0.17,5.5,237.3,2025-06-24 03:24:04.171505
2025-06-24T04:24:04.171505,13.03,239.7,14.02,1.19,7.5,226.6,2025-06-24 04:24:04.171505
2025-06-24T05:24:04.171505,17.69,209.7,20.55,0.61,8.4,227.7,2025-06-24 05:24:04.171505
2025-06-24T06:24:04.171505,19.63,73.4,18.7,1.68,6.8,85.0,2025-06-24 06:24:04.171505
2025-06-24T07:24:04.171505,15.24,334.2,19.42,1.18,5.4,286.6,2025-06-24 07:24:04.171505
2025-06-24T08:24:04.171505,12.29,27.8,23.43,0.69,5.5,37.9,2025-06-24 08:24:04.171505
2025-06-24T09:24:04.171505,11.32,282.3,15.76,1.42,4.6,306.9,2025-06-24 09:24:04.171505
2025-06-24T10:24:04.171505,20.27,234.1,25.7,2.62,8.1,207.8,2025-06-24 10:24:04.171505
2025-06-24T11:24:04.171505,14.51,78.9,23.79,1.85,9.0,41.2,2025-06-24 11:24:04.171505
2025-06-24T12:24:04.171505,17.44,31.0,18.71,0.26,6.5,58.1,2025-06-24 12:24:04.171505
2025-06-24T13:24:04.171505,17.49,352.2,24.08,0.51,5.8,292.1,2025-06-24 13:24:04.171505
2025-06-24T14:24:04.171505,18.7,247.6,21.44,1.44,8.2,265.3,2025-06-24 14:24:04.171505
2025-06-24T15:24:04.171505,11.69,199.0,11.16,1.06,5.1,258.3,2025-06-24 15:24:04.171505
2025-06-24T16:24:04.171505,7.37,96.4,13.52,0.5,7.8,107.7,2025-06-24 16:24:04.171505
2025-06-24T17:24:04.171505,10.28,11.3,12.98,1.46,9.5,344.3,2025-06-24 17:24:04.171505
2025-06-24T18:24:04.171505,16.69,282.8,28.98,1.05,8.9,281.5,2025-06-24 18:24:04.171505
2025-06-24T19:24:04.171505,18.1,334.0,24.29,0.62,4.4,9.8,2025-06-24 19:24:04.171505
2025-06-24T20:24:04.171505,22.56,263.4,32.97,1.07,5.4,284.8,2025-06-24 20:24:04.171505
2025-06-24T21:24:04.171505,10.09,46.5,11.99,1.25,5.6,78.7,2025-06-24 21:24:04.171505
2025-06-24T22:24:04.171505,18.8,297.6,27.78,0.03,6.5,251.8,2025-06-24 22:24:04.171505
2025-06-24T23:24:04.171505,11.73,269.1,14.2,1.01,9.3,244.7,2025-06-24 23:24:04.171505
2025-06-25T00:24:04.171505,17.63,69.1,24.31,1.19,6.8,119.7,2025-06-25 00:24:04.171505
2025-06-25T01:24:04.171505,20.51,19.9,22.33,1.4,7.8,53.8,2025-06-25 01:24:04.171505
2025-06-25T02:24:04.171505,15.94,227.7,21.54,1.06,3.0,207.7,2025-06-25 02:24:04.171505
2025-06-25T03:24:04.171505,9.07,75.5,18.37,1.25,5.9,84.3,2025-06-25 03:24:04.171505
2025-06-25T04:24:04.171505,19.96,131.8,22.48,1.0,7.7,130.1,2025-06-25 04:24:04.171505
2025-06-25T05:24:04.171505,12.85,268.5,17.45,0.75,6.3,258.8,2025-06-25 05:24:04.171505
2025-06-25T06:24:04.171505,16.46,90.2,27.44,0.72,9.6,143.6,2025-06-25 06:24:04.171505
2025-06-25T07:24:04.171505,18.75,182.5,24.67,0.97,4.8,209.4,2025-06-25 07:24:04.171505
2025-06-25T08:24:04.171505,14.93,212.9,18.98,0.87,8.0,192.9,2025-06-25 08:24:04.171505
2025-06-25T09:24:04.171505,11.66,353.2,17.8,1.76,8.3,345.3,2025-06-25 09:24:04.171505
2025-06-25T10:24:04.171505,10.35,89.8,14.54,1.8,3.2,70.7,2025-06-25 10:24:04.171505
2025-06-25T11:24:04.171505,10.86,71.3,16.72,1.31,6.9,88.9,2025-06-25 11:24:04.171505
2025-06-25T12:24:04.171505,20.88,124.8,20.59,1.59,5.4,85.1,2025-06-25 12:24:04.171505
2025-06-25T13:24:04.171505,15.02,0.4,20.73,1.58,3.0,327.8,2025-06-25 13:24:04.171505
2025-06-25T14:24:04.171505,17.53,104.4,24.86,1.64,4.9,145.2,2025-06-25 14:24:04.171505
2025-06-25T15:24:04.171505,6.78,23.2,13.62,1.48,5.5,51.5,2025-06-25 15:24:04.171505
2025-06-25T16:24:04.171505,9.0,119.8,13.47,0.98,7.4,99.3,2025-06-25 16:24:04.171505
2025-06-25T17:24:04.171505,15.49,62.9,23.51,2.14,3.0,30.3,2025-06-25 17:24:04.171505
2025-06-25T18:24:04.171505,20.09,316.5,22.28,0.66,4.8,326.2,2025-06-25 18:24:04.171505
2025-06-25T19:24:04.171505,17.42,46.1,22.4,0.34,7.5,81.0,2025-06-25 19:24:04.171505
2025-06-25T20:24:04.171505,11.46,138.4,11.65,0.98,8.6,132.5,2025-06-25 20:24:04.171505
2025-06-25T21:24:04.171505,10.65,106.1,20.92,0.49,4.5,50.4,2025-06-25 21:24:04.171505
2025-06-25T22:24:04.171505,21.37,3.4,28.25,1.45,7.1,331.5,2025-06-25 22:24:04.171505
2025-06-25T23:24:04.171505,14.3,171.0,16.37,1.24,7.6,182.2,2025-06-25 23:24:04.171505
2025-06-26T00:24:04.171505,19.62,200.4,23.73,0.76,6.9,208.4,2025-06-26 00:24:04.171505
2025-06-26T01:24:04.171505,9.69,255.9,12.05,1.32,7.8,276.0,2025-06-26 01:24:04.171505
2025-06-26T02:24:04.171505,12.34,300.8,17.39,1.71,7.6,358.1,2025-06-26 02:24:04.171505
2025-06-26T03:24:04.171505,11.48,221.2,13.52,0.64,5.5,215.0,2025-06-26 03:24:04.171505
2025-06-26T04:24:04.171505,12.28,109.3,19.63,1.18,4.8,131.0,2025-06-26 04:24:04.171505
2025-06-26T05:24:04.171505,11.16,240.7,14.68,0.0,3.8,243.0,2025-06-26 05:24:04.171505
2025-06-26T06:24:04.171505,10.27,286.9,13.73,0.39,6.3,299.0,2025-06-26 06:24:04.171505
2025-06-26T07:24:04.171505,15.06,65.8,15.44,0.69,5.2,68.0,2025-06-26 07:24:04.171505
2025-06-26T08:24:04.171505,22.13,73.1,29.56,0.51,7.4,48.9,2025-06-26 08:24:04.171505
2025-06-26T09:24:04.171505,19.24,5.5,23.76,0.3,6.9,358.7,2025-06-26 09:24:04.171505
2025-06-26T10:24:04.171505,14.81,321.1,17.66,1.31,5.9,331.8,2025-06-26 10:24:04.171505
2025-06-26T11:24:04.171505,9.23,197.7,11.54,0.0,7.1,201.7,2025-06-26 11:24:04.171505
2025-06-26T12:24:04.171505,16.85,133.2,23.66,0.4,5.9,184.6,2025-06-26 12:24:04.171505
2025-06-26T13:24:04.171505,19.94,5.5,25.95,0.5,7.4,22.3,2025-06-26 13:24:04.171505
2025-06-26T14:24:04.171505,11.84,38.0,16.32,1.08,6.5,20.6,2025-06-26 14:24:04.171505
2025-06-26T15:24:04.171505,8.28,307.5,18.16,2.24,6.9,284.3,2025-06-26 15:24:04.171505
2025-06-26T16:24:04.171505,17.55,193.1,26.57,0.39,5.8,219.0,2025-06-26 16:24:04.171505
2025-06-26T17:24:04.171505,13.28,278.0,13.59,1.31,8.2,290.2,2025-06-26 17:24:04.171505
2025-06-26T18:24:04.171505,12.63,297.4,15.09,1.51,6.8,342.5,2025-06-26 18:24:04.171505
2025-06-26T19:24:04.171505,9.73,24.7,13.07,1.08,4.9,19.1,2025-06-26 19:24:04.171505
2025-06-26T20:24:04.171505,10.04,326.3,15.23,1.09,7.9,340.1,2025-06-26 20:24:04.171505
2025-06-26T21:24:04.171505,16.6,56.1,21.04,0.64,6.6,106.8,2025-06-26 21:24:04.171505
2025-06-26T22:24:04.171505,21.71,259.0,28.61,1.19,5.8,252.6,2025-06-26 22:24:04.171505
2025-06-26T23:24:04.171505,15.51,65.9,21.2,1.23,7.8,45.4,2025-06-26 23:24:04.171505
2025-06-27T00:24:04.171505,22.25,273.5,29.57,0.8,5.8,274.4,2025-06-27 00:24:04.171505
2025-06-27T01:24:04.171505,17.36,86.3,29.97,1.09,7.3,71.7,2025-06-27 01:24:04.171505
2025-06-27T02:24:04.171505,21.14,129.0,27.35,0.0,7.3,69.1,2025-06-27 02:24:04.171505
2025-06-27T03:24:04.171505,22.6,87.4,19.28,1.47,6.0,100.8,2025-06-27 03:24:04.171505
2025-06-27T04:24:04.171505,20.75,260.6,26.85,1.29,5.2,281.4,2025-06-27 04:24:04.171505
2025-06-27T05:24:04.171505,23.75,87.7,32.14,0.01,3.0,39.9,2025-06-27 05:24:04.171505
2025-06-27T06:24:04.171505,15.22,295.2,21.4,0.28,7.6,278.8,2025-06-27 06:24:04.171505
2025-06-27T07:24:04.171505,14.14,187.0,13.29,0.83,6.0,198.3,2025-06-27 07:24:04.171505
2025-06-27T08:24:04.171505,16.22,273.7,20.43,1.14,8.0,283.2,2025-06-27 08:24:04.171505
2025-06-27T09:24:04.171505,14.07,22.5,17.13,1.26,4.9,23.4,2025-06-27 09:24:04.171505
2025-06-27T10:24:04.171505,13.48,188.5,17.5,0.75,3.0,195.5,2025-06-27 10:24:04.171505
2025-06-27T11:24:04.171505,19.25,250.5,22.65,1.95,5.2,220.7,2025-06-27 11:24:04.171505
2025-06-27T12:24:04.171505,6.33,247.2,15.93,1.69,7.2,301.6,2025-06-27 12:24:04.171505
2025-06-27T13:24:04.171505,13.24,119.8,17.43,1.72,7.3,127.3,2025-06-27 13:24:04.171505
2025-06-27T14:24:04.171505,13.01,170.4,16.18,0.08,5.4,188.4,2025-06-27 14:24:04.171505
2025-06-27T15:24:04.171505,15.1,166.4,17.12,1.11,8.0,171.4,2025-06-27 15:24:04.171505
2025-06-27T16:24:04.171505,11.02,358.2,18.62,0.0,6.8,312.9,2025-06-27 16:24:04.171505
2025-06-27T17:24:04.171505,13.79,209.3,18.77,0.77,8.1,213.9,2025-06-27 17:24:04.171505
2025-06-27T18:24:04.171505,18.99,232.6,24.04,2.59,6.3,181.3,2025-06-27 18:24:04.171505
2025-06-27T19:24:04.171505,12.28,46.2,20.72,0.33,3.0,87.3,2025-06-27 19:24:04.171505
2025-06-27T20:24:04.171505,15.21,59.6,19.2,0.07,6.9,6.2,2025-06-27 20:24:04.171505
2025-06-27T21:24:04.171505,20.67,112.2,27.97,1.57,7.2,127.8,2025-06-27 21:24:04.171505
2025-06-27T22:24:04.171505,19.34,93.8,18.89,0.25,4.5,105.4,2025-06-27 22:24:04.171505
2025-06-27T23:24:04.171505,16.62,186.4,24.97,1.57,4.3,161.0,2025-06-27 23:24:04.171505
2025-06-28T00:24:04.171505,14.06,190.5,20.02,0.0,10.8,172.6,2025-06-28 00:24:04.171505
2025-06-28T01:24:04.171505,24.64,167.4,28.59,1.07,5.0,164.2,2025-06-28 01:24:04.171505
2025-06-28T02:24:04.171505,15.75,346.0,24.36,1.29,5.9,62.2,2025-06-28 02:24:04.171505
2025-06-28T03:24:04.171505,16.59,287.3,21.94,1.09,8.6,278.9,2025-06-28 03:24:04.171505
2025-06-28T04:24:04.171505,7.31,268.9,8.76,0.74,5.9,284.9,2025-06-28 04:24:04.171505
2025-06-28T05:24:04.171505,10.44,315.9,13.26,1.69,8.3,302.6,2025-06-28 05:24:04.171505
2025-06-28T06:24:04.171505,20.62,199.0,22.64,1.2,10.5,175.7,2025-06-28 06:24:04.171505
2025-06-28T07:24:04.171505,17.05,214.0,20.64,0.3,7.4,204.6,2025-06-28 07:24:04.171505
2025-06-28T08:24:04.171505,13.11,240.3,15.23,0.93,4.9,297.0,2025-06-28 08:24:04.171505
2025-06-28T09:24:04.171505,17.33,16.4,24.05,1.44,7.5,24.6,2025-06-28 09:24:04.171505
2025-06-28T10:24:04.171505,13.65,111.2,19.97,1.17,5.2,115.6,2025-06-28 10:24:04.171505
2025-06-28T11:24:04.171505,13.98,86.6,13.31,1.25,7.9,74.9,2025-06-28 11:24:04.171505
2025-06-28T12:24:04.171505,12.31,16.8,13.98,1.1,6.4,11.6,2025-06-28 12:24:04.171505
2025-06-28T13:24:04.171505,5.11,124.2,12.89,0.61,5.9,106.7,2025-06-28 13:24:04.171505
2025-06-28T14:24:04.171505,13.6,121.2,18.57,1.24,8.9,150.0,2025-06-28 14:24:04.171505
2025-06-28T15:24:04.171505,22.23,174.0,28.94,0.98,8.0,193.4,2025-06-28 15:24:04.171505
2025-06-28T16:24:04.171505,7.73,135.5,10.2,0.86,7.6,169.6,2025-06-28 16:24:04.171505
2025-06-28T17:24:04.171505,21.58,42.8,30.17,1.6,3.9,28.8,2025-06-28 17:24:04.171505
2025-06-28T18:24:04.171505,17.41,307.5,20.59,0.18,5.4,321.3,2025-06-28 18:24:04.171505
2025-06-28T19:24:04.171505,25.09,225.4,30.62,2.22,6.4,187.0,2025-06-28 19:24:04.171505
2025-06-28T20:24:04.171505,20.55,341.6,24.05,0.68,8.6,15.5,2025-06-28 20:24:04.171505
2025-06-28T21:24:04.171505,13.19,313.6,18.04,0.97,7.6,324.6,2025-06-28 21:24:04.171505
2025-06-28T22:24:04.171505,24.87,164.2,32.57,0.88,7.7,224.1,2025-06-28 22:24:04.171505
2025-06-28T23:24:04.171505,20.93,79.2,26.01,0.89,7.2,92.2,2025-06-28 23:24:04.171505
2025-06-29T00:24:04.171505,17.27,141.4,22.43,0.84,5.7,192.9,2025-06-29 00:24:04.171505
2025-06-29T01:24:04.171505,13.8,305.7,18.96,0.57,7.4,354.4,2025-06-29 01:24:04.171505
2025-06-29T02:24:04.171505,16.02,290.9,22.74,0.92,7.1,292.7,2025-06-29 02:24:04.171505
2025-06-29T03:24:04.171505,15.69,119.7,22.04,0.85,5.5,201.0,2025-06-29 03:24:04.171505
2025-06-29T04:24:04.171505,8.98,330.7,10.2,0.52,5.8,348.4,2025-06-29 04:24:04.171505
2025-06-29T05:24:04.171505,15.86,225.3,22.45,0.65,5.5,177.8,2025-06-29 05:24:04.171505
2025-06-29T06:24:04.171505,9.19,206.2,10.83,1.38,6.5,151.0,2025-06-29 06:24:04.171505
2025-06-29T07:24:04.171505,7.58,125.5,14.57,0.0,8.4,150.8,2025-06-29 07:24:04.171505
2025-06-29T08:24:04.171505,10.56,350.1,18.7,2.6,3.0,295.8,2025-06-29 08:24:04.171505
2025-06-29T09:24:04.171505,17.13,71.2,21.51,1.06,4.2,27.7,2025-06-29 09:24:04.171505
2025-06-29T10:24:04.171505,21.21,46.5,24.98,0.3,9.2,103.8,2025-06-29 10:24:04.171505
2025-06-29T11:24:04.171505,21.11,342.7,23.71,0.96,6.2,355.9,2025-06-29 11:24:04.171505
2025-06-29T12:24:04.171505,15.88,0.2,20.28,0.97,8.6,348.3,2025-06-29 12:24:04.171505
2025-06-29T13:24:04.171505,12.18,114.4,15.52,0.3,4.5,108.2,2025-06-29 13:24:04.171505
2025-06-29T14:24:04.171505,18.52,261.0,16.09,1.28,5.7,266.5,2025-06-29 14:24:04.171505
2025-06-29T15:24:04.171505,12.52,65.9,11.15,1.46,6.5,37.0,2025-06-29 15:24:04.171505
2025-06-29T16:24:04.171505,7.65,220.3,13.32,1.81,6.4,227.1,2025-06-29 16:24:04.171505
2025-06-29T17:24:04.171505,14.73,289.7,22.33,1.3,3.0,259.6,2025-06-29 17:24:04.171505
2025-06-29T18:24:04.171505,7.89,162.5,12.33,1.21,3.0,185.4,2025-06-29 18:24:04.171505
2025-06-29T19:24:04.171505,15.23,122.8,17.63,0.51,8.1,154.7,2025-06-29 19:24:04.171505
2025-06-29T20:24:04.171505,14.17,251.5,18.89,0.15,5.7,211.4,2025-06-29 20:24:04.171505
2025-06-29T21:24:04.171505,17.49,356.6,22.76,0.68,7.7,7.0,2025-06-29 21:24:04.171505
2025-06-29T22:24:04.171505,23.1,190.0,32.42,1.19,5.4,180.9,2025-06-29 22:24:04.171505
2025-06-29T23:24:04.171505,17.72,94.5,20.3,1.38,10.3,54.2,2025-06-29 23:24:04.171505
2025-06-30T00:24:04.171505,8.28,174.9,15.61,0.97,7.8,199.9,2025-06-30 00:24:04.171505
2025-06-30T01:24:04.171505,14.21,356.3,17.01,0.8,3.6,353.4,2025-06-30 01:24:04.171505
2025-06-30T02:24:04.171505,18.22,104.4,21.61,0.47,5.5,88.7,2025-06-30 02:24:04.171505
2025-06-30T03:24:04.171505,10.65,55.9,16.11,1.25,9.3,75.3,2025-06-30 03:24:04.171505
2025-06-30T04:24:04.171505,18.6,77.8,20.14,0.52,3.8,101.6,2025-06-30 04:24:04.171505
2025-06-30T05:24:04.171505,16.45,112.2,21.69,0.0,10.1,173.7,2025-06-30 05:24:04.171505
2025-06-30T06:24:04.171505,7.75,81.2,10.32,0.0,6.7,49.0,2025-06-30 06:24:04.171505
2025-06-30T07:24:04.171505,8.14,203.7,15.47,1.36,9.6,210.3,2025-06-30 07:24:04.171505
2025-06-30T08:24:04.171505,8.55,32.8,12.55,0.74,6.9,62.6,2025-06-30 08:24:04.171505
2025-06-30T09:24:04.171505,10.79,73.7,18.78,0.98,5.4,56.9,2025-06-30 09:24:04.171505
2025-06-30T10:24:04.171505,23.71,39.9,29.63,1.09,5.5,79.0,2025-06-30 10:24:04.171505
2025-06-30T11:24:04.171505,11.39,253.6,15.57,0.89,6.3,266.8,2025-06-30 11:24:04.171505
2025-06-30T12:24:04.171505,22.26,10.1,23.32,0.44,5.0,70.1,2025-06-30 12:24:04.171505
2025-06-30T13:24:04.171505,20.01,261.8,27.84,0.87,5.4,285.2,2025-06-30 13:24:04.171505
2025-06-30T14:24:04.171505,17.46,140.2,26.31,0.89,5.7,167.0,2025-06-30 14:24:04.171505
2025-06-30T15:24:04.171505,7.65,120.4,14.86,0.99,3.9,116.3,2025-06-30 15:24:04.171505
2025-06-30T16:24:04.171505,22.24,47.4,32.26,1.18,9.9,76.0,2025-06-30 16:24:04.171505
2025-06-30T17:24:04.171505,12.74,73.6,16.2,0.66,3.0,54.3,2025-06-30 17:24:04.171505
2025-06-30T18:24:04.171505,10.99,125.8,12.45,0.9,9.5,76.0,2025-06-30 18:24:04.171505
2025-06-30T19:24:04.171505,13.23,249.1,15.12,1.49,6.6,251.2,2025-06-30 19:24:04.171505
2025-06-30T20:24:04.171505,12.61,83.1,22.46,1.27,7.3,81.1,2025-06-30 20:24:04.171505
2025-06-30T21:24:04.171505,25.42,304.8,34.39,0.08,5.4,356.1,2025-06-30 21:24:04.171505
2025-06-30T22:24:04.171505,16.22,268.7,18.92,1.02,3.0,269.8,2025-06-30 22:24:04.171505
2025-06-30T23:24:04.171505,19.23,314.3,18.4,0.81,8.0,321.2,2025-06-30 23:24:04.171505
2025-07-01T00:24:04.171505,15.33,343.7,25.47,0.88,5.7,303.9,2025-07-01 00:24:04.171505
2025-07-01T01:24:04.171505,13.9,98.5,17.53,0.93,7.7,76.0,2025-07-01 01:24:04.171505
2025-07-01T02:24:04.171505,15.68,187.2,25.15,0.58,6.3,185.3,2025-07-01 02:24:04.171505
2025-07-01T03:24:04.171505,6.85,199.2,16.08,0.61,8.1,180.5,2025-07-01 03:24:04.171505
2025-07-01T04:24:04.171505,21.07,106.6,29.05,1.1,7.5,106.3,2025-07-01 04:24:04.171505
2025-07-01T05:24:04.171505,11.69,237.1,19.4,0.65,9.0,237.7,2025-07-01 05:24:04.171505
2025-07-01T06:24:04.171505,18.79,351.4,23.87,0.85,5.9,331.6,2025-07-01 06:24:04.171505
2025-07-01T07:24:04.171505,14.37,216.4,19.4,1.43,5.8,211.7,2025-07-01 07:24:04.171505
2025-07-01T08:24:04.171505,13.81,58.0,18.3,0.34,3.9,92.1,2025-07-01 08:24:04.171505
2025-07-01T09:24:04.171505,14.83,346.4,18.38,1.61,9.1,320.8,2025-07-01 09:24:04.171505
2025-07-01T10:24:04.171505,12.52,156.2,22.96,1.12,5.5,186.5,2025-07-01 10:24:04.171505
2025-07-01T11:24:04.171505,12.14,316.1,17.8,1.46,3.7,282.7,2025-07-01 11:24:04.171505
2025-07-01T12:24:04.171505,10.08,28.9,13.39,1.24,5.4,30.4,2025-07-01 12:24:04.171505
2025-07-01T13:24:04.171505,9.27,148.0,15.55,1.57,5.8,159.2,2025-07-01 13:24:04.171505
2025-07-01T14:24:04.171505,4.86,182.5,11.47,2.55,5.8,204.8,2025-07-01 14:24:04.171505
2025-07-01T15:24:04.171505,23.23,301.7,31.15,0.0,7.1,320.3,2025-07-01 15:24:04.171505
2025-07-01T16:24:04.171505,9.23,246.1,15.07,0.36,8.5,248.4,2025-07-01 16:24:04.171505
2025-07-01T17:24:04.171505,10.71,240.2,14.07,1.74,6.2,205.9,2025-07-01 17:24:04.171505
2025-07-01T18:24:04.171505,5.64,81.0,6.89,1.06,8.0,128.1,2025-07-01 18:24:04.171505
2025-07-01T19:24:04.171505,11.41,89.8,15.7,0.46,8.0,41.3,2025-07-01 19:24:04.171505
2025-07-01T20:24:04.171505,25.49,357.0,25.2,0.83,8.5,14.0,2025-07-01 20:24:04.171505
2025-07-01T21:24:04.171505,21.11,125.2,26.34,1.28,9.5,123.3,2025-07-01 21:24:04.171505
2025-07-01T22:24:04.171505,12.34,319.9,14.58,1.49,3.3,322.9,2025-07-01 22:24:04.171505
2025-07-01T23:24:04.171505,12.48,239.3,18.32,2.28,5.8,269.8,2025-07-01 23:24:04.171505
2025-07-02T00:24:04.171505,16.2,169.9,25.52,1.08,5.5,121.3,2025-07-02 00:24:04.171505
2025-07-02T01:24:04.171505,5.82,315.9,11.96,0.32,8.5,308.6,2025-07-02 01:24:04.171505
2025-07-02T02:24:04.171505,10.78,207.1,17.65,0.6,4.0,217.8,2025-07-02 02:24:04.171505
2025-07-02T03:24:04.171505,13.83,169.0,20.75,1.0,6.8,231.1,2025-07-02 03:24:04.171505
2025-07-02T04:24:04.171505,12.1,161.5,21.77,0.91,7.6,195.9,2025-07-02 04:24:04.171505
2025-07-02T05:24:04.171505,10.8,184.7,19.02,1.92,5.5,168.9,2025-07-02 05:24:04.171505
2025-07-02T06:24:04.171505,13.27,161.5,23.4,0.5,4.1,180.3,2025-07-02 06:24:04.171505
2025-07-02T07:24:04.171505,25.6,321.2,29.25,1.06,4.7,268.0,2025-07-02 07:24:04.171505
2025-07-02T08:24:04.171505,18.42,12.8,24.4,0.97,5.2,34.6,2025-07-02 08:24:04.171505
2025-07-02T09:24:04.171505,9.14,302.4,15.68,2.04,9.0,286.3,2025-07-02 09:24:04.171505
2025-07-02T10:24:04.171505,17.11,315.2,21.9,0.3,6.8,12.6,2025-07-02 10:24:04.171505
2025-07-02T11:24:04.171505,13.73,157.7,22.24,0.37,3.9,190.3,2025-07-02 11:24:04.171505
2025-07-02T12:24:04.171505,10.21,251.8,15.29,0.31,5.6,238.7,2025-07-02 12:24:04.171505
2025-07-02T13:24:04.171505,13.75,272.7,15.37,0.68,9.5,242.7,2025-07-02 13:24:04.171505
2025-07-02T14:24:04.171505,13.43,64.1,13.63,0.49,8.7,120.8,2025-07-02 14:24:04.171505
2025-07-02T15:24:04.171505,14.52,184.9,19.42,1.32,3.0,183.5,2025-07-02 15:24:04.171505
2025-07-02T16:24:04.171505,22.43,96.3,30.32,0.43,8.5,69.1,2025-07-02 16:24:04.171505
2025-07-02T17:24:04.171505,15.99,57.6,20.38,1.77,6.7,84.6,2025-07-02 17:24:04.171505
2025-07-02T18:24:04.171505,20.46,3.6,27.82,1.71,7.2,40.8,2025-07-02 18:24:04.171505
2025-07-02T19:24:04.171505,14.55,45.1,19.65,1.86,9.2,31.5,2025-07-02 19:24:04.171505
2025-07-02T20:24:04.171505,22.32,98.4,29.72,1.16,5.4,97.8,2025-07-02 20:24:04.171505
2025-07-02T21:24:04.171505,11.68,209.9,17.07,1.13,5.2,248.6,2025-07-02 21:24:04.171505
2025-07-02T22:24:04.171505,19.85,208.6,24.02,1.38,6.2,228.8,2025-07-02 22:24:04.171505
