sailing_id,route,vessel,etd_iso,eta_iso,head_deg,etd
Poole_Jersey_20250611_0600_170,Poole→Jersey,Jersey Clipper,2025-06-11T06:00:00,2025-06-11T14:00:00,199.7,2025-06-11 06:00:00
Portsmouth_Jersey_20250612_0600_171,Portsmouth→Jersey,Island Spirit,2025-06-12T06:00:00,2025-06-12T16:00:00,215.9,2025-06-12 06:00:00
Portsmouth_Jersey_20250612_1200_172,Portsmouth→Jersey,Island Spirit,2025-06-12T12:00:00,2025-06-12T22:00:00,216.8,2025-06-12 12:00:00
St. Malo_Jersey_20250612_0600_173,St. Malo→Jersey,Celtic Voyager,2025-06-12T06:00:00,2025-06-12T15:00:00,294.8,2025-06-12 06:00:00
St. Malo_Jersey_20250612_1800_174,St. Malo→Jersey,Celtic Voyager,2025-06-12T18:00:00,2025-06-13T03:00:00,299.8,2025-06-12 18:00:00
St. Malo_Jersey_20250612_1200_175,St. Malo→Jersey,Celtic Voyager,2025-06-12T12:00:00,2025-06-12T21:00:00,299.3,2025-06-12 12:00:00
Poole_Jersey_20250612_1200_176,Poole→Jersey,Jersey Clipper,2025-06-12T12:00:00,2025-06-12T20:00:00,197.8,2025-06-12 12:00:00
Portsmouth_Jersey_20250613_0600_177,Portsmouth→Jersey,Channel Star,2025-06-13T06:00:00,2025-06-13T16:00:00,218.7,2025-06-13 06:00:00
Portsmouth_Jersey_20250613_1200_178,Portsmouth→Jersey,Island Spirit,2025-06-13T12:00:00,2025-06-13T22:00:00,226.1,2025-06-13 12:00:00
Portsmouth_Jersey_20250613_1800_179,Portsmouth→Jersey,Island Spirit,2025-06-13T18:00:00,2025-06-14T04:00:00,220.6,2025-06-13 18:00:00
St. Malo_Jersey_20250613_1200_180,St. Malo→Jersey,Celtic Voyager,2025-06-13T12:00:00,2025-06-13T21:00:00,296.6,2025-06-13 12:00:00
Poole_Jersey_20250613_0600_181,Poole→Jersey,Jersey Clipper,2025-06-13T06:00:00,2025-06-13T14:00:00,198.8,2025-06-13 06:00:00
Portsmouth_Jersey_20250614_1800_182,Portsmouth→Jersey,Channel Star,2025-06-14T18:00:00,2025-06-15T04:00:00,219.7,2025-06-14 18:00:00
Portsmouth_Jersey_20250614_1200_183,Portsmouth→Jersey,Channel Star,2025-06-14T12:00:00,2025-06-14T22:00:00,228.3,2025-06-14 12:00:00
Portsmouth_Jersey_20250614_0600_184,Portsmouth→Jersey,Channel Star,2025-06-14T06:00:00,2025-06-14T16:00:00,224.7,2025-06-14 06:00:00
St. Malo_Jersey_20250614_1200_185,St. Malo→Jersey,Celtic Voyager,2025-06-14T12:00:00,2025-06-14T21:00:00,297.1,2025-06-14 12:00:00
St. Malo_Jersey_20250614_1800_186,St. Malo→Jersey,Celtic Voyager,2025-06-14T18:00:00,2025-06-15T03:00:00,295.2,2025-06-14 18:00:00
Poole_Jersey_20250614_1800_187,Poole→Jersey,Jersey Clipper,2025-06-14T18:00:00,2025-06-15T02:00:00,204.1,2025-06-14 18:00:00
Poole_Jersey_20250614_1200_188,Poole→Jersey,Jersey Clipper,2025-06-14T12:00:00,2025-06-14T20:00:00,196.3,2025-06-14 12:00:00
Portsmouth_Jersey_20250615_1200_189,Portsmouth→Jersey,Island Spirit,2025-06-15T12:00:00,2025-06-15T22:00:00,217.1,2025-06-15 12:00:00
St. Malo_Jersey_20250615_1200_190,St. Malo→Jersey,Celtic Voyager,2025-06-15T12:00:00,2025-06-15T21:00:00,300.7,2025-06-15 12:00:00
St. Malo_Jersey_20250615_1800_191,St. Malo→Jersey,Celtic Voyager,2025-06-15T18:00:00,2025-06-16T03:00:00,297.2,2025-06-15 18:00:00
Poole_Jersey_20250615_1200_192,Poole→Jersey,Jersey Clipper,2025-06-15T12:00:00,2025-06-15T20:00:00,208.4,2025-06-15 12:00:00
Poole_Jersey_20250615_0600_193,Poole→Jersey,Jersey Clipper,2025-06-15T06:00:00,2025-06-15T14:00:00,200.4,2025-06-15 06:00:00
Poole_Jersey_20250615_1800_194,Poole→Jersey,Jersey Clipper,2025-06-15T18:00:00,2025-06-16T02:00:00,202.9,2025-06-15 18:00:00
Portsmouth_Jersey_20250616_1800_195,Portsmouth→Jersey,Island Spirit,2025-06-16T18:00:00,2025-06-17T04:00:00,225.4,2025-06-16 18:00:00
Portsmouth_Jersey_20250616_0600_196,Portsmouth→Jersey,Channel Star,2025-06-16T06:00:00,2025-06-16T16:00:00,212.6,2025-06-16 06:00:00
Portsmouth_Jersey_20250616_1200_197,Portsmouth→Jersey,Island Spirit,2025-06-16T12:00:00,2025-06-16T22:00:00,213.8,2025-06-16 12:00:00
St. Malo_Jersey_20250616_0600_198,St. Malo→Jersey,Celtic Voyager,2025-06-16T06:00:00,2025-06-16T15:00:00,303.9,2025-06-16 06:00:00
St. Malo_Jersey_20250616_1800_199,St. Malo→Jersey,Celtic Voyager,2025-06-16T18:00:00,2025-06-17T03:00:00,302.0,2025-06-16 18:00:00
Poole_Jersey_20250616_1200_200,Poole→Jersey,Jersey Clipper,2025-06-16T12:00:00,2025-06-16T20:00:00,200.6,2025-06-16 12:00:00
Poole_Jersey_20250616_0600_201,Poole→Jersey,Jersey Clipper,2025-06-16T06:00:00,2025-06-16T14:00:00,192.8,2025-06-16 06:00:00
Portsmouth_Jersey_20250617_1200_202,Portsmouth→Jersey,Channel Star,2025-06-17T12:00:00,2025-06-17T22:00:00,227.1,2025-06-17 12:00:00
Portsmouth_Jersey_20250617_0600_203,Portsmouth→Jersey,Channel Star,2025-06-17T06:00:00,2025-06-17T16:00:00,225.4,2025-06-17 06:00:00
Portsmouth_Jersey_20250617_1800_204,Portsmouth→Jersey,Channel Star,2025-06-17T18:00:00,2025-06-18T04:00:00,212.9,2025-06-17 18:00:00
St. Malo_Jersey_20250617_0600_205,St. Malo→Jersey,Celtic Voyager,2025-06-17T06:00:00,2025-06-17T15:00:00,306.9,2025-06-17 06:00:00
St. Malo_Jersey_20250617_1200_206,St. Malo→Jersey,Celtic Voyager,2025-06-17T12:00:00,2025-06-17T21:00:00,306.9,2025-06-17 12:00:00
St. Malo_Jersey_20250617_1800_207,St. Malo→Jersey,Celtic Voyager,2025-06-17T18:00:00,2025-06-18T03:00:00,297.6,2025-06-17 18:00:00
Poole_Jersey_20250617_1800_208,Poole→Jersey,Jersey Clipper,2025-06-17T18:00:00,2025-06-18T02:00:00,201.2,2025-06-17 18:00:00
Poole_Jersey_20250617_1200_209,Poole→Jersey,Jersey Clipper,2025-06-17T12:00:00,2025-06-17T20:00:00,198.2,2025-06-17 12:00:00
Poole_Jersey_20250617_0600_210,Poole→Jersey,Jersey Clipper,2025-06-17T06:00:00,2025-06-17T14:00:00,197.9,2025-06-17 06:00:00
Portsmouth_Jersey_20250618_0600_211,Portsmouth→Jersey,Channel Star,2025-06-18T06:00:00,2025-06-18T16:00:00,228.6,2025-06-18 06:00:00
Portsmouth_Jersey_20250618_1800_212,Portsmouth→Jersey,Channel Star,2025-06-18T18:00:00,2025-06-19T04:00:00,211.2,2025-06-18 18:00:00
Portsmouth_Jersey_20250618_1200_213,Portsmouth→Jersey,Channel Star,2025-06-18T12:00:00,2025-06-18T22:00:00,220.8,2025-06-18 12:00:00
St. Malo_Jersey_20250618_1200_214,St. Malo→Jersey,Celtic Voyager,2025-06-18T12:00:00,2025-06-18T21:00:00,294.1,2025-06-18 12:00:00
St. Malo_Jersey_20250618_0600_215,St. Malo→Jersey,Celtic Voyager,2025-06-18T06:00:00,2025-06-18T15:00:00,306.4,2025-06-18 06:00:00
Poole_Jersey_20250618_1800_216,Poole→Jersey,Jersey Clipper,2025-06-18T18:00:00,2025-06-19T02:00:00,204.6,2025-06-18 18:00:00
Poole_Jersey_20250618_1200_217,Poole→Jersey,Jersey Clipper,2025-06-18T12:00:00,2025-06-18T20:00:00,188.2,2025-06-18 12:00:00
Portsmouth_Jersey_20250619_0600_218,Portsmouth→Jersey,Channel Star,2025-06-19T06:00:00,2025-06-19T16:00:00,215.8,2025-06-19 06:00:00
St. Malo_Jersey_20250619_0600_219,St. Malo→Jersey,Celtic Voyager,2025-06-19T06:00:00,2025-06-19T15:00:00,298.1,2025-06-19 06:00:00
St. Malo_Jersey_20250619_1200_220,St. Malo→Jersey,Celtic Voyager,2025-06-19T12:00:00,2025-06-19T21:00:00,297.8,2025-06-19 12:00:00
St. Malo_Jersey_20250619_1800_221,St. Malo→Jersey,Celtic Voyager,2025-06-19T18:00:00,2025-06-20T03:00:00,294.7,2025-06-19 18:00:00
Poole_Jersey_20250619_1800_222,Poole→Jersey,Jersey Clipper,2025-06-19T18:00:00,2025-06-20T02:00:00,195.9,2025-06-19 18:00:00
Poole_Jersey_20250619_0600_223,Poole→Jersey,Jersey Clipper,2025-06-19T06:00:00,2025-06-19T14:00:00,195.3,2025-06-19 06:00:00
Poole_Jersey_20250619_1200_224,Poole→Jersey,Jersey Clipper,2025-06-19T12:00:00,2025-06-19T20:00:00,199.4,2025-06-19 12:00:00
Portsmouth_Jersey_20250620_0600_225,Portsmouth→Jersey,Island Spirit,2025-06-20T06:00:00,2025-06-20T16:00:00,221.7,2025-06-20 06:00:00
Portsmouth_Jersey_20250620_1800_226,Portsmouth→Jersey,Channel Star,2025-06-20T18:00:00,2025-06-21T04:00:00,215.3,2025-06-20 18:00:00
Portsmouth_Jersey_20250620_1200_227,Portsmouth→Jersey,Island Spirit,2025-06-20T12:00:00,2025-06-20T22:00:00,218.5,2025-06-20 12:00:00
St. Malo_Jersey_20250620_1200_228,St. Malo→Jersey,Celtic Voyager,2025-06-20T12:00:00,2025-06-20T21:00:00,288.0,2025-06-20 12:00:00
St. Malo_Jersey_20250620_0600_229,St. Malo→Jersey,Celtic Voyager,2025-06-20T06:00:00,2025-06-20T15:00:00,297.0,2025-06-20 06:00:00
Poole_Jersey_20250620_1200_230,Poole→Jersey,Jersey Clipper,2025-06-20T12:00:00,2025-06-20T20:00:00,184.9,2025-06-20 12:00:00
Portsmouth_Jersey_20250621_1800_231,Portsmouth→Jersey,Island Spirit,2025-06-21T18:00:00,2025-06-22T04:00:00,218.6,2025-06-21 18:00:00
Portsmouth_Jersey_20250621_1200_232,Portsmouth→Jersey,Channel Star,2025-06-21T12:00:00,2025-06-21T22:00:00,222.1,2025-06-21 12:00:00
St. Malo_Jersey_20250621_1800_233,St. Malo→Jersey,Celtic Voyager,2025-06-21T18:00:00,2025-06-22T03:00:00,300.2,2025-06-21 18:00:00
St. Malo_Jersey_20250621_0600_234,St. Malo→Jersey,Celtic Voyager,2025-06-21T06:00:00,2025-06-21T15:00:00,307.3,2025-06-21 06:00:00
St. Malo_Jersey_20250621_1200_235,St. Malo→Jersey,Celtic Voyager,2025-06-21T12:00:00,2025-06-21T21:00:00,300.8,2025-06-21 12:00:00
Poole_Jersey_20250621_1800_236,Poole→Jersey,Jersey Clipper,2025-06-21T18:00:00,2025-06-22T02:00:00,199.3,2025-06-21 18:00:00
Poole_Jersey_20250621_1200_237,Poole→Jersey,Jersey Clipper,2025-06-21T12:00:00,2025-06-21T20:00:00,199.7,2025-06-21 12:00:00
Poole_Jersey_20250621_0600_238,Poole→Jersey,Jersey Clipper,2025-06-21T06:00:00,2025-06-21T14:00:00,194.7,2025-06-21 06:00:00
Portsmouth_Jersey_20250622_0600_239,Portsmouth→Jersey,Island Spirit,2025-06-22T06:00:00,2025-06-22T16:00:00,218.7,2025-06-22 06:00:00
Portsmouth_Jersey_20250622_1800_240,Portsmouth→Jersey,Island Spirit,2025-06-22T18:00:00,2025-06-23T04:00:00,224.9,2025-06-22 18:00:00
St. Malo_Jersey_20250622_1800_241,St. Malo→Jersey,Celtic Voyager,2025-06-22T18:00:00,2025-06-23T03:00:00,298.4,2025-06-22 18:00:00
St. Malo_Jersey_20250622_0600_242,St. Malo→Jersey,Celtic Voyager,2025-06-22T06:00:00,2025-06-22T15:00:00,302.3,2025-06-22 06:00:00
Poole_Jersey_20250622_0600_243,Poole→Jersey,Jersey Clipper,2025-06-22T06:00:00,2025-06-22T14:00:00,200.5,2025-06-22 06:00:00
Poole_Jersey_20250622_1800_244,Poole→Jersey,Jersey Clipper,2025-06-22T18:00:00,2025-06-23T02:00:00,198.9,2025-06-22 18:00:00
Portsmouth_Jersey_20250623_0600_245,Portsmouth→Jersey,Channel Star,2025-06-23T06:00:00,2025-06-23T16:00:00,222.5,2025-06-23 06:00:00
Portsmouth_Jersey_20250623_1800_246,Portsmouth→Jersey,Channel Star,2025-06-23T18:00:00,2025-06-24T04:00:00,218.5,2025-06-23 18:00:00
Portsmouth_Jersey_20250623_1200_247,Portsmouth→Jersey,Island Spirit,2025-06-23T12:00:00,2025-06-23T22:00:00,226.8,2025-06-23 12:00:00
St. Malo_Jersey_20250623_1800_248,St. Malo→Jersey,Celtic Voyager,2025-06-23T18:00:00,2025-06-24T03:00:00,303.3,2025-06-23 18:00:00
Poole_Jersey_20250623_1800_249,Poole→Jersey,Jersey Clipper,2025-06-23T18:00:00,2025-06-24T02:00:00,196.1,2025-06-23 18:00:00
Poole_Jersey_20250623_0600_250,Poole→Jersey,Jersey Clipper,2025-06-23T06:00:00,2025-06-23T14:00:00,203.2,2025-06-23 06:00:00
Poole_Jersey_20250623_1200_251,Poole→Jersey,Jersey Clipper,2025-06-23T12:00:00,2025-06-23T20:00:00,204.5,2025-06-23 12:00:00
Portsmouth_Jersey_20250624_1800_252,Portsmouth→Jersey,Island Spirit,2025-06-24T18:00:00,2025-06-25T04:00:00,220.4,2025-06-24 18:00:00
Portsmouth_Jersey_20250624_0600_253,Portsmouth→Jersey,Island Spirit,2025-06-24T06:00:00,2025-06-24T16:00:00,226.7,2025-06-24 06:00:00
St. Malo_Jersey_20250624_0600_254,St. Malo→Jersey,Celtic Voyager,2025-06-24T06:00:00,2025-06-24T15:00:00,304.6,2025-06-24 06:00:00
St. Malo_Jersey_20250624_1200_255,St. Malo→Jersey,Celtic Voyager,2025-06-24T12:00:00,2025-06-24T21:00:00,297.9,2025-06-24 12:00:00
Poole_Jersey_20250624_1800_256,Poole→Jersey,Jersey Clipper,2025-06-24T18:00:00,2025-06-25T02:00:00,190.7,2025-06-24 18:00:00
Poole_Jersey_20250624_0600_257,Poole→Jersey,Jersey Clipper,2025-06-24T06:00:00,2025-06-24T14:00:00,209.2,2025-06-24 06:00:00
Portsmouth_Jersey_20250625_1200_258,Portsmouth→Jersey,Channel Star,2025-06-25T12:00:00,2025-06-25T22:00:00,209.5,2025-06-25 12:00:00
Portsmouth_Jersey_20250625_0600_259,Portsmouth→Jersey,Island Spirit,2025-06-25T06:00:00,2025-06-25T16:00:00,221.0,2025-06-25 06:00:00
Portsmouth_Jersey_20250625_1800_260,Portsmouth→Jersey,Channel Star,2025-06-25T18:00:00,2025-06-26T04:00:00,220.3,2025-06-25 18:00:00
St. Malo_Jersey_20250625_1800_261,St. Malo→Jersey,Celtic Voyager,2025-06-25T18:00:00,2025-06-26T03:00:00,300.9,2025-06-25 18:00:00
St. Malo_Jersey_20250625_1200_262,St. Malo→Jersey,Celtic Voyager,2025-06-25T12:00:00,2025-06-25T21:00:00,301.6,2025-06-25 12:00:00
Poole_Jersey_20250625_1200_263,Poole→Jersey,Jersey Clipper,2025-06-25T12:00:00,2025-06-25T20:00:00,200.2,2025-06-25 12:00:00
Portsmouth_Jersey_20250626_1200_264,Portsmouth→Jersey,Channel Star,2025-06-26T12:00:00,2025-06-26T22:00:00,221.4,2025-06-26 12:00:00
Portsmouth_Jersey_20250626_1800_265,Portsmouth→Jersey,Island Spirit,2025-06-26T18:00:00,2025-06-27T04:00:00,216.4,2025-06-26 18:00:00
Portsmouth_Jersey_20250626_0600_266,Portsmouth→Jersey,Island Spirit,2025-06-26T06:00:00,2025-06-26T16:00:00,218.1,2025-06-26 06:00:00
St. Malo_Jersey_20250626_1800_267,St. Malo→Jersey,Celtic Voyager,2025-06-26T18:00:00,2025-06-27T03:00:00,298.9,2025-06-26 18:00:00
St. Malo_Jersey_20250626_0600_268,St. Malo→Jersey,Celtic Voyager,2025-06-26T06:00:00,2025-06-26T15:00:00,304.9,2025-06-26 06:00:00
St. Malo_Jersey_20250626_1200_269,St. Malo→Jersey,Celtic Voyager,2025-06-26T12:00:00,2025-06-26T21:00:00,302.6,2025-06-26 12:00:00
Poole_Jersey_20250626_0600_270,Poole→Jersey,Jersey Clipper,2025-06-26T06:00:00,2025-06-26T14:00:00,206.4,2025-06-26 06:00:00
Poole_Jersey_20250626_1800_271,Poole→Jersey,Jersey Clipper,2025-06-26T18:00:00,2025-06-27T02:00:00,208.8,2025-06-26 18:00:00
Poole_Jersey_20250626_1200_272,Poole→Jersey,Jersey Clipper,2025-06-26T12:00:00,2025-06-26T20:00:00,209.4,2025-06-26 12:00:00
Portsmouth_Jersey_20250627_0600_273,Portsmouth→Jersey,Channel Star,2025-06-27T06:00:00,2025-06-27T16:00:00,215.3,2025-06-27 06:00:00
Portsmouth_Jersey_20250627_1800_274,Portsmouth→Jersey,Channel Star,2025-06-27T18:00:00,2025-06-28T04:00:00,231.7,2025-06-27 18:00:00
Portsmouth_Jersey_20250627_1200_275,Portsmouth→Jersey,Island Spirit,2025-06-27T12:00:00,2025-06-27T22:00:00,221.5,2025-06-27 12:00:00
St. Malo_Jersey_20250627_1800_276,St. Malo→Jersey,Celtic Voyager,2025-06-27T18:00:00,2025-06-28T03:00:00,288.9,2025-06-27 18:00:00
St. Malo_Jersey_20250627_1200_277,St. Malo→Jersey,Celtic Voyager,2025-06-27T12:00:00,2025-06-27T21:00:00,300.4,2025-06-27 12:00:00
Poole_Jersey_20250627_1800_278,Poole→Jersey,Jersey Clipper,2025-06-27T18:00:00,2025-06-28T02:00:00,200.1,2025-06-27 18:00:00
Poole_Jersey_20250627_0600_279,Poole→Jersey,Jersey Clipper,2025-06-27T06:00:00,2025-06-27T14:00:00,202.4,2025-06-27 06:00:00
Portsmouth_Jersey_20250628_1200_280,Portsmouth→Jersey,Channel Star,2025-06-28T12:00:00,2025-06-28T22:00:00,218.0,2025-06-28 12:00:00
Portsmouth_Jersey_20250628_0600_281,Portsmouth→Jersey,Island Spirit,2025-06-28T06:00:00,2025-06-28T16:00:00,222.6,2025-06-28 06:00:00
St. Malo_Jersey_20250628_1200_282,St. Malo→Jersey,Celtic Voyager,2025-06-28T12:00:00,2025-06-28T21:00:00,300.9,2025-06-28 12:00:00
St. Malo_Jersey_20250628_1800_283,St. Malo→Jersey,Celtic Voyager,2025-06-28T18:00:00,2025-06-29T03:00:00,304.5,2025-06-28 18:00:00
Poole_Jersey_20250628_1200_284,Poole→Jersey,Jersey Clipper,2025-06-28T12:00:00,2025-06-28T20:00:00,193.3,2025-06-28 12:00:00
Poole_Jersey_20250628_1800_285,Poole→Jersey,Jersey Clipper,2025-06-28T18:00:00,2025-06-29T02:00:00,198.6,2025-06-28 18:00:00
Poole_Jersey_20250628_0600_286,Poole→Jersey,Jersey Clipper,2025-06-28T06:00:00,2025-06-28T14:00:00,198.4,2025-06-28 06:00:00
Portsmouth_Jersey_20250629_0600_287,Portsmouth→Jersey,Island Spirit,2025-06-29T06:00:00,2025-06-29T16:00:00,222.9,2025-06-29 06:00:00
Portsmouth_Jersey_20250629_1200_288,Portsmouth→Jersey,Channel Star,2025-06-29T12:00:00,2025-06-29T22:00:00,218.3,2025-06-29 12:00:00
Portsmouth_Jersey_20250629_1800_289,Portsmouth→Jersey,Channel Star,2025-06-29T18:00:00,2025-06-30T04:00:00,219.8,2025-06-29 18:00:00
St. Malo_Jersey_20250629_1200_290,St. Malo→Jersey,Celtic Voyager,2025-06-29T12:00:00,2025-06-29T21:00:00,295.4,2025-06-29 12:00:00
St. Malo_Jersey_20250629_0600_291,St. Malo→Jersey,Celtic Voyager,2025-06-29T06:00:00,2025-06-29T15:00:00,294.6,2025-06-29 06:00:00
Poole_Jersey_20250629_1200_292,Poole→Jersey,Jersey Clipper,2025-06-29T12:00:00,2025-06-29T20:00:00,204.5,2025-06-29 12:00:00
Poole_Jersey_20250629_1800_293,Poole→Jersey,Jersey Clipper,2025-06-29T18:00:00,2025-06-30T02:00:00,201.8,2025-06-29 18:00:00
Portsmouth_Jersey_20250630_1800_294,Portsmouth→Jersey,Island Spirit,2025-06-30T18:00:00,2025-07-01T04:00:00,223.4,2025-06-30 18:00:00
Portsmouth_Jersey_20250630_1200_295,Portsmouth→Jersey,Island Spirit,2025-06-30T12:00:00,2025-06-30T22:00:00,213.5,2025-06-30 12:00:00
Portsmouth_Jersey_20250630_0600_296,Portsmouth→Jersey,Channel Star,2025-06-30T06:00:00,2025-06-30T16:00:00,219.6,2025-06-30 06:00:00
St. Malo_Jersey_20250630_0600_297,St. Malo→Jersey,Celtic Voyager,2025-06-30T06:00:00,2025-06-30T15:00:00,293.5,2025-06-30 06:00:00
St. Malo_Jersey_20250630_1800_298,St. Malo→Jersey,Celtic Voyager,2025-06-30T18:00:00,2025-07-01T03:00:00,303.8,2025-06-30 18:00:00
Poole_Jersey_20250630_1800_299,Poole→Jersey,Jersey Clipper,2025-06-30T18:00:00,2025-07-01T02:00:00,209.0,2025-06-30 18:00:00
Poole_Jersey_20250630_0600_300,Poole→Jersey,Jersey Clipper,2025-06-30T06:00:00,2025-06-30T14:00:00,211.8,2025-06-30 06:00:00
Portsmouth_Jersey_20250701_1800_301,Portsmouth→Jersey,Channel Star,2025-07-01T18:00:00,2025-07-02T04:00:00,231.3,2025-07-01 18:00:00
Portsmouth_Jersey_20250701_1200_302,Portsmouth→Jersey,Island Spirit,2025-07-01T12:00:00,2025-07-01T22:00:00,219.7,2025-07-01 12:00:00
St. Malo_Jersey_20250701_1200_303,St. Malo→Jersey,Celtic Voyager,2025-07-01T12:00:00,2025-07-01T21:00:00,294.0,2025-07-01 12:00:00
Poole_Jersey_20250701_1200_304,Poole→Jersey,Jersey Clipper,2025-07-01T12:00:00,2025-07-01T20:00:00,201.3,2025-07-01 12:00:00
Poole_Jersey_20250701_1800_305,Poole→Jersey,Jersey Clipper,2025-07-01T18:00:00,2025-07-02T02:00:00,205.3,2025-07-01 18:00:00
Poole_Jersey_20250701_0600_306,Poole→Jersey,Jersey Clipper,2025-07-01T06:00:00,2025-07-01T14:00:00,192.9,2025-07-01 06:00:00
Portsmouth_Jersey_20250702_1800_307,Portsmouth→Jersey,Island Spirit,2025-07-02T18:00:00,2025-07-03T04:00:00,219.7,2025-07-02 18:00:00
Portsmouth_Jersey_20250702_1200_308,Portsmouth→Jersey,Island Spirit,2025-07-02T12:00:00,2025-07-02T22:00:00,224.1,2025-07-02 12:00:00
Portsmouth_Jersey_20250702_0600_309,Portsmouth→Jersey,Island Spirit,2025-07-02T06:00:00,2025-07-02T16:00:00,222.0,2025-07-02 06:00:00
St. Malo_Jersey_20250702_0600_310,St. Malo→Jersey,Celtic Voyager,2025-07-02T06:00:00,2025-07-02T15:00:00,297.1,2025-07-02 06:00:00
St. Malo_Jersey_20250702_1800_311,St. Malo→Jersey,Celtic Voyager,2025-07-02T18:00:00,2025-07-03T03:00:00,303.1,2025-07-02 18:00:00
St. Malo_Jersey_20250702_1200_312,St. Malo→Jersey,Celtic Voyager,2025-07-02T12:00:00,2025-07-02T21:00:00,290.1,2025-07-02 12:00:00
Poole_Jersey_20250702_1800_313,Poole→Jersey,Jersey Clipper,2025-07-02T18:00:00,2025-07-03T02:00:00,203.1,2025-07-02 18:00:00
Poole_Jersey_20250702_0600_314,Poole→Jersey,Jersey Clipper,2025-07-02T06:00:00,2025-07-02T14:00:00,195.9,2025-07-02 06:00:00
Poole_Jersey_20250702_1200_315,Poole→Jersey,Jersey Clipper,2025-07-02T12:00:00,2025-07-02T20:00:00,194.5,2025-07-02 12:00:00
Portsmouth_Jersey_20250703_1200_316,Portsmouth→Jersey,Island Spirit,2025-07-03T12:00:00,2025-07-03T22:00:00,229.6,2025-07-03 12:00:00
Portsmouth_Jersey_20250703_0600_317,Portsmouth→Jersey,Island Spirit,2025-07-03T06:00:00,2025-07-03T16:00:00,220.5,2025-07-03 06:00:00
St. Malo_Jersey_20250703_0600_318,St. Malo→Jersey,Celtic Voyager,2025-07-03T06:00:00,2025-07-03T15:00:00,290.4,2025-07-03 06:00:00
St. Malo_Jersey_20250703_1800_319,St. Malo→Jersey,Celtic Voyager,2025-07-03T18:00:00,2025-07-04T03:00:00,303.7,2025-07-03 18:00:00
Poole_Jersey_20250703_1200_320,Poole→Jersey,Jersey Clipper,2025-07-03T12:00:00,2025-07-03T20:00:00,189.5,2025-07-03 12:00:00
Poole_Jersey_20250703_1800_321,Poole→Jersey,Jersey Clipper,2025-07-03T18:00:00,2025-07-04T02:00:00,204.5,2025-07-03 18:00:00
Portsmouth_Jersey_20250704_0600_322,Portsmouth→Jersey,Channel Star,2025-07-04T06:00:00,2025-07-04T16:00:00,219.8,2025-07-04 06:00:00
Portsmouth_Jersey_20250704_1200_323,Portsmouth→Jersey,Channel Star,2025-07-04T12:00:00,2025-07-04T22:00:00,219.6,2025-07-04 12:00:00
Portsmouth_Jersey_20250704_1800_324,Portsmouth→Jersey,Island Spirit,2025-07-04T18:00:00,2025-07-05T04:00:00,222.9,2025-07-04 18:00:00
St. Malo_Jersey_20250704_1800_325,St. Malo→Jersey,Celtic Voyager,2025-07-04T18:00:00,2025-07-05T03:00:00,294.3,2025-07-04 18:00:00
St. Malo_Jersey_20250704_0600_326,St. Malo→Jersey,Celtic Voyager,2025-07-04T06:00:00,2025-07-04T15:00:00,299.9,2025-07-04 06:00:00
St. Malo_Jersey_20250704_1200_327,St. Malo→Jersey,Celtic Voyager,2025-07-04T12:00:00,2025-07-04T21:00:00,297.4,2025-07-04 12:00:00
Poole_Jersey_20250704_1800_328,Poole→Jersey,Jersey Clipper,2025-07-04T18:00:00,2025-07-05T02:00:00,210.8,2025-07-04 18:00:00
Poole_Jersey_20250704_1200_329,Poole→Jersey,Jersey Clipper,2025-07-04T12:00:00,2025-07-04T20:00:00,201.1,2025-07-04 12:00:00
Poole_Jersey_20250704_0600_330,Poole→Jersey,Jersey Clipper,2025-07-04T06:00:00,2025-07-04T14:00:00,199.2,2025-07-04 06:00:00
Portsmouth_Jersey_20250705_0600_331,Portsmouth→Jersey,Island Spirit,2025-07-05T06:00:00,2025-07-05T16:00:00,220.7,2025-07-05 06:00:00
St. Malo_Jersey_20250705_1800_332,St. Malo→Jersey,Celtic Voyager,2025-07-05T18:00:00,2025-07-06T03:00:00,305.1,2025-07-05 18:00:00
St. Malo_Jersey_20250705_0600_333,St. Malo→Jersey,Celtic Voyager,2025-07-05T06:00:00,2025-07-05T15:00:00,290.4,2025-07-05 06:00:00
St. Malo_Jersey_20250705_1200_334,St. Malo→Jersey,Celtic Voyager,2025-07-05T12:00:00,2025-07-05T21:00:00,300.8,2025-07-05 12:00:00
Poole_Jersey_20250705_1800_335,Poole→Jersey,Jersey Clipper,2025-07-05T18:00:00,2025-07-06T02:00:00,198.0,2025-07-05 18:00:00
Poole_Jersey_20250705_1200_336,Poole→Jersey,Jersey Clipper,2025-07-05T12:00:00,2025-07-05T20:00:00,190.9,2025-07-05 12:00:00
Portsmouth_Jersey_20250706_1800_337,Portsmouth→Jersey,Island Spirit,2025-07-06T18:00:00,2025-07-07T04:00:00,223.5,2025-07-06 18:00:00
Portsmouth_Jersey_20250706_1200_338,Portsmouth→Jersey,Channel Star,2025-07-06T12:00:00,2025-07-06T22:00:00,226.9,2025-07-06 12:00:00
St. Malo_Jersey_20250706_0600_339,St. Malo→Jersey,Celtic Voyager,2025-07-06T06:00:00,2025-07-06T15:00:00,305.8,2025-07-06 06:00:00
St. Malo_Jersey_20250706_1800_340,St. Malo→Jersey,Celtic Voyager,2025-07-06T18:00:00,2025-07-07T03:00:00,306.4,2025-07-06 18:00:00
